,match,date,tournament,radiant,dire,winner,time,killScore,patch,Radiant Gain,Dire Gain,Radiant ELO,Dire ELO
201,2238663103,03/21/16,ESL One Manilla China Qualifiers,Wings,CDEC.A,RADIANT,53.32,41 - 26,6.86,52.74,-52.74,1276,1189
202,2238610136,03/21/16,EPICENTER,MskiX,Fnatic.MY,DIRE,39.97,25 - 36,6.86,-7.14,7.14,1055,1515
203,2238593073,03/21/16,ESL One Manilla China Qualifiers,LGD.cn,VG.R,DIRE,29.47,Oct-25,6.86,-82.07,82.07,1275,1175
204,2238587355,03/21/16,ESL One Manilla China Qualifiers,CDEC.Y 2,iG.V,DIRE,30.9,18 - 36,6.86,-65.45,65.45,1233,1253
205,2238522557,03/21/16,ESL One Manilla China Qualifiers,VG.R,LGD.cn,RADIANT,16.93,15-Apr,6.86,93.04,-93.04,1093,1357
206,2238517521,03/21/16,ESL One Manilla China Qualifiers,TRG,VG,DIRE,52.03,37 - 31,6.86,-11.13,11.13,955,1338
207,2238515323,03/21/16,ESL One Manilla China Qualifiers,iG.V,CDEC.Y 2,RADIANT,14.45,19-Apr,6.86,83.15,-83.15,1187,1298
208,2238510876,03/21/16,EPICENTER,Fnatic.MY,MskiX,RADIANT,27.75,25-Sep,6.86,7.76,-7.76,1508,1063
209,2238503292,03/21/16,ESL One Manilla China Qualifiers,CDEC.A,Wings,RADIANT,59.92,40 - 45,6.86,65.60,-65.60,1242,1223
210,2238414958,03/21/16,SEA KAPPA,WG.Unity,Rex Regum,RADIANT,38.17,43 - 21,6.86,30.73,-30.73,1026,824
211,2238324135,03/21/16,SEA KAPPA,Fnatic.MY,Arcanys,RADIANT,24.28,32 - 5,6.86,8.56,-8.56,1500,1072
212,2238234729,03/21/16,SEA KAPPA,Arcanys,Fnatic.MY,RADIANT,31.08,30 - 26,6.86,97.03,-97.03,1080,1492
213,2238145977,03/20/16,SEA KAPPA,Arcanys,Fnatic.MY,DIRE,34.9,28 - 43,6.86,-3.08,3.08,983,1589
214,2237484053,03/20/16,Dota Pit League Season 4,EG,MVP Phoenix,DIRE,31.57,18 - 31,6.86,-24.62,24.62,1557,1800
215,2237478172,03/20/16,WePlay 3 EU Qualifiers,AF  3,Liquid,DIRE,27.4,21 - 23,6.86,-16.42,16.42,1413,1729
216,2237387866,03/20/16,Dota Pit League Season 4,EG,MVP Phoenix,DIRE,33.38,18 - 26,6.86,-32.10,32.10,1581,1776
217,2237221445,03/20/16,Dota Pit League Season 4,EG,MVP Phoenix,DIRE,59.22,31 - 47,6.86,-43.95,43.95,1613,1744
218,2236803896,03/20/16,Dota Pit League Season 4,EG,NaVi,RADIANT,54.8,26 - 17,6.86,33.07,-33.07,1657,1469
219,2236659920,03/20/16,Dota Pit League Season 4,EG,NaVi,DIRE,27.83,Aug-26,6.86,-84.22,84.22,1624,1502
220,2236495988,03/20/16,Dota Pit League Season 4,NaVi,EG,DIRE,32.72,13 - 30,6.86,-18.89,18.89,1418,1708
221,2236452011,03/20/16,ESL One Manilla SEA Qualifiers,Mineski,TNC,RADIANT,26.55,17-Mar,6.86,46.60,-46.60,1333,1216
222,2236427519,03/20/16,SEA KAPPA,Fnatic.MY,Rave 2,RADIANT,13.7,15-Apr,6.86,4.17,-4.17,1586,1033
223,2236334882,03/20/16,ESL One Manilla SEA Qualifiers,TNC,Mineski,DIRE,25.03,14 - 27,6.86,-64.78,64.78,1263,1287
224,2236266806,03/20/16,Dota Pit League Season 4,coL 2,MVP Phoenix,DIRE,26.18,Dec-31,6.86,-36.29,36.29,1529,1700
225,2236239368,03/20/16,SEA KAPPA,Fnatic.MY,Rave 2,RADIANT,46.38,29 - 35,6.86,4.37,-4.37,1582,1037
226,2236208243,03/20/16,ESL One Manilla SEA Qualifiers,TNC,Mineski,RADIANT,31.67,26 - 14,6.86,48.81,-48.81,1328,1222
227,2236104695,03/20/16,ESL One Manilla SEA Qualifiers,Mineski,TNC,RADIANT,24.38,27-Dec,6.86,70.17,-70.17,1271,1279
228,2236100944,03/20/16,Dota Pit League Season 4,MVP Phoenix,coL 2,RADIANT,43.42,36 - 33,6.86,50.45,-50.45,1663,1565
229,2235829105,03/20/16,SEA KAPPA,BKAS,TNC,DIRE,30.13,Nov-42,6.86,-16.36,16.36,1033,1349
230,2235698841,03/20/16,SEA KAPPA,TNC,BKAS,RADIANT,36.9,27 - 26,6.86,19.71,-19.71,1333,1049
231,2235117172,03/19/16,Dota Pit League Season 4,EG,Empire,RADIANT,31.67,16 - 17,6.86,31.43,-31.43,1690,1491
232,2235065475,03/19/16,Dota Pit League Season 4,EG,Empire,RADIANT,28.8,31 - 16,6.86,42.90,-42.90,1658,1523
233,2234990617,03/19/16,Dota Pit League Season 4,EG,Empire,DIRE,47.62,33 - 34,6.86,-76.19,76.19,1615,1566
234,2234857740,03/19/16,Dota Pit League Season 4,Secret,NaVi,DIRE,40.22,14 - 29,6.86,-92.04,92.04,1677,1436
235,2234722442,03/19/16,Dota Pit League Season 4,NaVi,Secret,RADIANT,54.23,33 - 26,6.86,97.25,-97.25,1344,1769
236,2234586313,03/19/16,Dota Pit League Season 4,Secret,NaVi,RADIANT,35.63,24 - 18,6.86,2.84,-2.84,1867,1247
237,2234307020,03/19/16,Dota Pit League Season 4,OG,MVP Phoenix,DIRE,29.85,13 - 31,6.86,-49.62,49.62,1511,1613
238,2234172489,03/19/16,Dota Pit League Season 4,OG,MVP Phoenix,RADIANT,23.03,22-May,6.86,69.26,-69.26,1561,1563
239,2233998262,03/19/16,Dota Pit League Season 4,OG,MVP Phoenix,DIRE,37.45,Sep-37,6.86,-41.79,41.79,1491,1632
240,2233733033,03/19/16,ESL One Manilla SEA Qualifiers,AcA,Mineski,DIRE,27.92,17 - 35,6.86,-37.46,37.46,1037,1201
241,2233555376,03/19/16,ESL One Manilla SEA Qualifiers,AcA,Mineski,DIRE,38.38,26 - 40,6.86,-52.22,52.22,1074,1163
242,2233452056,03/19/16,Dota Pit League Season 4,VP 2,coL 2,DIRE,62.08,33 - 46,6.86,-21.20,21.20,1345,1616
243,2233282942,03/19/16,ESL One Manilla SEA Qualifiers,XctN 2,TNC,DIRE,38.02,19 - 35,6.86,-24.49,24.49,1068,1313
244,2233273381,03/19/16,Dota Pit League Season 4,VP 2,coL 2,DIRE,41.5,22 - 35,6.86,-26.81,26.81,1367,1595
245,2233125870,03/19/16,ESL One Manilla SEA Qualifiers,XctN 2,TNC,DIRE,47.72,20 - 24,6.86,-31.89,31.89,1093,1289
246,2231898495,03/18/16,ClickStorm,Enso 2,NL5,DIRE,30.68,15 - 30,6.86,-54.91,54.91,1279,1355
247,2231883113,03/18/16,ClickStorm,Enso 2,NL5,RADIANT,55.67,0 - 0,6.86,62.87,-62.87,1334,1300
248,2231862712,03/18/16,WePlay 3 EU Qualifiers,LC,Liquid,DIRE,42.02,22 - 34,6.86,-9.80,9.80,1307,1712
249,2231784950,03/18/16,ClickStorm,NL5,Enso 2,RADIANT,28.72,42 - 12,6.86,51.72,-51.72,1363,1271
250,2231634662,03/18/16,ClickStorm,Enso 2,NL5,RADIANT,44.3,42 - 23,6.86,66.83,-66.83,1323,1311
251,2231505428,03/18/16,ClickStorm,NL5,Enso 2,RADIANT,24.08,30-Nov,6.86,45.63,-45.63,1378,1256
252,2231042696,03/18/16,ESL One Manilla SEA Qualifiers,Arcanys,Mineski,DIRE,81.72,55 - 51,6.86,-45.10,45.10,986,1111
253,2230860536,03/18/16,ESL One Manilla SEA Qualifiers,Arcanys,Mineski,DIRE,49.02,19 - 44,6.86,-62.89,62.89,1032,1066
254,2230734391,03/18/16,EPICENTER,TNC,Taring,RADIANT,31.45,22-Sep,6.86,35.18,-35.18,1257,1080
255,2230625252,03/18/16,EPICENTER,Taring,TNC,DIRE,26.18,Jun-18,6.86,-48.76,48.76,1115,1221
256,2230601934,03/18/16,ESL One Manilla SEA Qualifiers,s1 Lykos,XctN 2,DIRE,24.3,Aug-26,6.86,-42.07,42.07,985,1125
257,2230503540,03/18/16,ESL One Manilla SEA Qualifiers,s1 Lykos,XctN 2,DIRE,32.33,Dec-24,6.86,-58.84,58.84,1027,1083
258,2229929721,03/17/16,Sudamerican Master 4,Balrogs,Nv 2,RADIANT,29.57,39 - 18,6.86,48.45,-48.45,1044,936
259,2229882574,03/17/16,Sudamerican Master 4,Nv 2,Balrogs,RADIANT,23.27,20 - 14,6.86,70.57,-70.57,985,995
260,2229782323,03/17/16,EPICENTER,DC,Freedom,RADIANT,44.87,24 - 17,6.86,11.21,-11.21,1344,962
261,2229727968,03/17/16,EPICENTER,Freedom,DC,DIRE,41.73,15 - 37,6.86,-12.76,12.76,974,1333
262,2229360798,03/17/16,WePlay 3 EU Qualifiers,CHAMPLOO 2,LC,DIRE,33.25,16 - 23,6.86,-14.33,14.33,978,1317
263,2228890081,03/17/16,SEA KAPPA,First Departure,Team G7,DIRE,31.17,20 - 26,6.86,-83.83,83.83,915,797
264,2228714208,03/17/16,ESL One Manilla SEA Qualifiers,TNC,Phoenix 2,RADIANT,35.63,29 - 15,6.86,36.76,-36.76,1173,1005
265,2228663009,03/17/16,SEA KAPPA,YW,SGR,DIRE,49.75,26 - 36,6.86,-30.59,30.59,919,1123
266,2228610554,03/17/16,ESL One Manilla SEA Qualifiers,Phoenix 2,TNC,DIRE,17.62,Jun-24,6.86,-51.16,51.16,1042,1136
267,2228475005,03/17/16,SEA KAPPA,WG.Unity,Mineski,RADIANT,33.77,28 - 17,6.86,69.99,-69.99,996,1003
268,2228401706,03/17/16,ESL One Manilla SEA Qualifiers,XTRMST,AcA,DIRE,54.58,26 - 47,6.86,-18.09,18.09,828,1126
269,2228259601,03/17/16,ESL One Manilla SEA Qualifiers,AcA,XTRMST,RADIANT,57.45,28 - 38,6.86,22.18,-22.18,1108,846
270,2227565782,03/16/16,EPICENTER,E.Wolves,Shazam,DIRE,33.8,22 - 41,6.86,-71.25,71.25,1248,1233
271,2227501950,03/16/16,EPICENTER,Shazam,E.Wolves,RADIANT,52.12,34 - 27,6.86,87.10,-87.10,1162,1320
272,2227433166,03/16/16,ClickStorm,SFZ,ATN,DIRE,35.72,17 - 46,6.86,-37.19,37.19,1075,1241
273,2227309830,03/16/16,ClickStorm,Unknown,Unknown,RADIANT,62.47,38 - 38,6.86,50.00,-50.00,1206,1106
274,2227038350,03/16/16,EPICENTER,DB  3,NaVi,RADIANT,26.45,35 - 6,6.86,85.24,-85.24,1116,1250
275,2226961478,03/16/16,EPICENTER,NaVi,DB  3,RADIANT,20.9,24 - 16,6.86,17.47,-17.47,1335,1030
276,2226839463,03/16/16,EPICENTER,DB  3,NaVi,RADIANT,34.58,33 - 13,6.86,93.25,-93.25,1048,1318
277,2226828289,03/16/16,SEA KAPPA,Arcanys,Rex Regum,RADIANT,48.72,25 - 21,6.86,25.12,-25.12,1094,855
278,2226663098,03/16/16,WePlay 3 SEA Qualifiers,XctN 2,Fnatic.MY,DIRE,24.87,Jun-33,6.86,-4.16,4.16,1024,1577
279,2226655284,03/16/16,SEA KAPPA,Arcanys,Rex Regum,RADIANT,44.83,30 - 19,6.86,32.88,-32.88,1069,880
280,2226524683,03/16/16,WePlay 3 SEA Qualifiers,XctN 2,Fnatic.MY,DIRE,37.78,27 - 39,6.86,-4.36,4.36,1028,1573
281,2226513696,03/16/16,SEA KAPPA,Arcanys,Rex Regum,DIRE,40.82,21 - 26,6.86,-84.35,84.35,1036,913
282,2226513613,03/16/16,ESL One Manilla SEA Qualifiers,s1 Lykos,Level21,RADIANT,32.12,42 - 20,6.86,35.99,-35.99,1086,914
283,2226397167,03/16/16,ESL One Manilla SEA Qualifiers,s1 Lykos,Level21,RADIANT,27.9,22 - 13,6.86,50.00,-50.00,1050,950
284,2226350599,03/16/16,SEA KAPPA,First Departure,MVP HOT6,RADIANT,47.87,40 - 42,6.86,29.34,-29.34,999,788
285,2226232077,03/16/16,ESL One Manilla SEA Qualifiers,Phoenix 2,Nexus,RADIANT,33.22,36 - 17,6.86,42.85,-42.85,1093,957
286,2226165443,03/16/16,EPICENTER,MVP Phoenix,Rave 2,RADIANT,24.58,24-Dec,6.86,4.26,-4.26,1591,1041
287,2226095573,03/16/16,ESL One Manilla SEA Qualifiers,Newbie 2,Phoenix 2,DIRE,47.17,26 - 34,6.86,-50.00,50.00,950,1050
288,2226087435,03/16/16,EPICENTER,Rave 2,MVP Phoenix,DIRE,25.68,21 - 39,6.86,-4.47,4.47,1046,1586
289,2225516621,03/15/16,EPICENTER,NME,coL 2,DIRE,18.75,Jun-27,6.86,-2.37,2.37,918,1568
290,2225466449,03/15/16,EPICENTER,NME,coL 2,DIRE,40.33,14 - 16,6.86,-2.44,2.44,920,1566
291,2225129562,03/15/16,WePlay 3 EU Qualifiers,AF  3,CHAMPLOO 2,RADIANT,26.4,23-Aug,6.86,8.13,-8.13,1429,992
292,2225030620,03/15/16,WePlay 3 EU Qualifiers,TSpirit,Power Rangers,RADIANT,28.27,23 - 16,6.86,31.71,-31.71,1439,1243
293,2224488933,03/15/16,ESL One Manilla SEA Qualifiers,AcA,SKYVILLE 2,RADIANT,20.72,22-Aug,6.86,35.99,-35.99,1086,914
294,2224476362,03/15/16,SEA KAPPA,SiG.Tr,Team G7,RADIANT,26.35,28-Sep,6.86,25.62,-25.62,950,713
295,2224399177,03/15/16,WePlay 3 SEA Qualifiers,Redeem,Fnatic.MY,DIRE,33.28,Dec-29,6.86,-4.89,4.89,1043,1569
296,2224331992,03/15/16,SEA KAPPA,Team G7,SiG.Tr,DIRE,35.18,Nov-31,6.86,-33.67,33.67,739,924
297,2224301383,03/15/16,WePlay 3 SEA Qualifiers,Redeem,Fnatic.MY,DIRE,20.6,Sep-29,6.86,-5.17,5.17,1048,1564
298,2224262697,03/15/16,ESL One Manilla SEA Qualifiers,SKYVILLE 2,AcA,DIRE,62.05,42 - 40,6.86,-50.00,50.00,950,1050
299,2224144172,03/15/16,SEA KAPPA,TNC,NND,RADIANT,14.45,19-May,6.86,44.18,-44.18,1085,956
300,2224045203,03/15/16,ESL One Manilla SEA Qualifiers,VARRO,Arcanys,DIRE,27.88,23 - 38,6.86,-31.80,31.80,925,1121
301,2223949862,03/15/16,ESL One Manilla SEA Qualifiers,Arcanys,VARRO,RADIANT,25.8,27-Sep,6.86,43.48,-43.48,1089,957
302,2223389203,03/14/16,Sudamerican Master 4,G3X,NoT,DIRE,43.45,27 - 40,6.86,-38.48,38.48,908,1066
303,2223325433,03/14/16,Sudamerican Master 4,NoT,G3X,RADIANT,43.52,27 - 26,6.86,53.73,-53.73,1028,946
304,2223209824,03/14/16,WePlay 3 Americas Qualifiers,DC,E.Wolves,DIRE,52.98,19 - 35,6.86,-52.75,52.75,1320,1407
305,2223148903,03/14/16,WePlay 3 Americas Qualifiers,DC,NME,RADIANT,33.2,27 - 13,6.86,7.53,-7.53,1373,922
306,2222362019,03/14/16,SEA KAPPA,MVP HOT6,Rex Regum,DIRE,46.47,35 - 35,6.86,-67.00,67.00,817,828
307,2222355697,03/14/16,WePlay 3 SEA Qualifiers,Fnatic.MY,TNC,RADIANT,51.3,31 - 27,6.86,5.10,-5.10,1559,1041
308,2222207575,03/14/16,WePlay 3 SEA Qualifiers,TNC,Fnatic.MY,DIRE,29.62,14 - 28,6.86,-5.41,5.41,1046,1554
309,2222161342,03/14/16,SEA KAPPA,BKAS,MskiX,RADIANT,28.65,27-Aug,6.86,69.06,-69.06,1069,1070
310,2221955822,03/14/16,SEA KAPPA,Mineski,Team G7,DIRE,33.38,May-33,6.86,-94.34,94.34,1073,773
311,2221185290,03/13/16,Sudamerican Master 4,Balrogs,Keepo,RADIANT,26.67,23-Oct,6.86,68.11,-68.11,1066,1062
312,2221129030,03/13/16,Sudamerican Master 4,Keepo,Balrogs,RADIANT,48.97,47 - 25,6.86,43.62,-43.62,1130,998
313,2221023350,03/13/16,Sudamerican Master 4,Nv 2,Keepo,DIRE,50.8,19 - 25,6.86,-35.99,35.99,914,1086
314,2220945227,03/13/16,Sudamerican Master 4,Keepo,Nv 2,RADIANT,47.85,41 - 33,6.86,50.00,-50.00,1050,950
315,2220834741,03/13/16,ClickStorm,ATN,NL5,DIRE,48.62,28 - 34,6.86,-44.25,44.25,1204,1332
316,2220756175,03/13/16,ClickStorm,ATN,NL5,DIRE,25.58,Dec-37,6.86,-61.78,61.78,1248,1288
317,2220566415,03/13/16,ClickStorm,SFZ,Enso 2,DIRE,34.73,17 - 42,6.86,-32.97,32.97,1113,1302
318,2220430940,03/13/16,ClickStorm,Enso 2,SFZ,RADIANT,40.87,36 - 20,6.86,45.32,-45.32,1269,1146
319,2220343765,03/13/16,WePlay 3 EU Qualifiers,NaVi,Empire,DIRE,44.52,26 - 32,6.86,-54.35,54.35,1411,1489
320,2220092232,03/13/16,WePlay 3 SEA Qualifiers,Fnatic.MY,Mineski,RADIANT,26.73,26-Oct,6.86,11.27,-11.27,1548,1167
321,2219984622,03/13/16,WePlay 3 SEA Qualifiers,Fnatic.MY,Mineski,RADIANT,29,34 - 15,6.86,12.84,-12.84,1537,1178
322,2219666316,03/13/16,SEA KAPPA,SGR,Fnatic.MY,DIRE,42.25,22 - 26,6.86,-8.41,8.41,1092,1524
323,2217199585,03/12/2016,SEA KAPPA,WG.Unity,SiG.Tr,DIRE,44.93,18 - 28,6.86,-74.23,74.23,926,890
324,2217177348,03/12/2016,WePlay 3 SEA Qualifiers,First Departure,Fnatic.MY,DIRE,26.52,Jul-32,6.86,-4.35,4.35,970,1516
325,2217028297,03/12/2016,WePlay 3 SEA Qualifiers,First Departure,Fnatic.MY,DIRE,28.32,Aug-20,6.86,-4.57,4.57,974,1511
326,2216767537,03/12/2016,SEA KAPPA,First Departure,Arcanys,DIRE,67.82,44 - 59,6.86,-56.67,56.67,979,1046
327,2216560268,03/12/2016,SEA KAPPA,Rave 2,YW,RADIANT,10.58,17-Jan,6.86,50.00,-50.00,1050,950
328,2214337150,03/11/2016,WePlay 3 SEA Qualifiers,SiG.Tr,Fnatic.MY,DIRE,29.32,Nov-23,6.86,-1.88,1.88,816,1507
329,2214163959,03/11/2016,WePlay 3 SEA Qualifiers,SiG.Tr,Fnatic.MY,DIRE,41.02,27 - 47,6.86,-1.92,1.92,818,1505
330,2211015954,03/09/2016,Sudamerican Master 4,NoT,kawaii 2,RADIANT,21.47,20-Jul,6.86,39.28,-39.28,974,820
331,2210971342,03/09/2016,Sudamerican Master 4,kawaii 2,NoT,DIRE,23.52,Aug-32,6.86,-54.90,54.90,859,935
332,2208748859,03/08/2016,Sudamerican Master 4,2K,kawaii 2,RADIANT,43.45,38 - 21,6.86,35.99,-35.99,1086,914
333,2208705613,03/08/2016,Sudamerican Master 4,kawaii 2,2K,DIRE,15.85,03-Sep,6.86,-50.00,50.00,950,1050
334,2206081123,03/07/2016,ClickStorm,COOKISS,NL5,DIRE,40.38,Dec-38,6.86,-40.45,40.45,1078,1226
335,2205999111,03/07/2016,ClickStorm,NL5,COOKISS,RADIANT,42.07,29 - 18,6.86,56.58,-56.58,1186,1119
336,2205833528,03/07/2016,ClickStorm,ESB,ATN,DIRE,20.23,15 - 47,6.86,-23.26,23.26,1056,1310
337,2205764532,03/07/2016,ClickStorm,ATN,ESB,RADIANT,17.22,29-May,6.86,29.98,-29.98,1286,1079
338,2205671955,03/07/2016,ClickStorm,ATN,ESB,RADIANT,53.77,07-May,6.86,40.58,-40.58,1256,1109
339,2203724151,03/06/2016,Sudamerican Master 4,Unknown  3,Balrogs,DIRE,21.82,Nov-38,6.86,-41.43,41.43,898,1041
340,2201993554,03/06/2016,Shanghai Major Finals,Liquid,Secret,DIRE,25.67,Mar-26,6.86,-37.91,37.91,1702,1864
341,2201838263,03/06/2016,Shanghai Major Finals,Secret,Liquid,RADIANT,44.08,35 - 19,6.86,52.88,-52.88,1826,1740
342,2201624014,03/06/2016,Shanghai Major Finals,Liquid,Secret,RADIANT,50.18,31 - 25,6.86,65.42,-65.42,1793,1773
343,2201456363,03/05/2016,Shanghai Major Finals,Liquid,Secret,DIRE,46.35,14 - 37,6.86,-47.82,47.82,1728,1839
344,2201116123,03/05/2016,Shanghai Major Finals,EG,Liquid,DIRE,31.8,Mar-17,6.86,-53.20,53.20,1691,1776
345,2201019839,03/05/2016,Shanghai Major Finals,Liquid,EG,RADIANT,39.45,13 - 19,6.86,72.33,-72.33,1722,1745
346,2199144312,03/05/2016,Shanghai Major Finals,EG,MVP Phoenix,RADIANT,35.4,28-Dec,6.86,25.82,-25.82,1817,1582
347,2198989614,03/05/2016,Shanghai Major Finals,MVP Phoenix,EG,DIRE,32.2,Oct-28,6.86,-33.97,33.97,1608,1791
348,2198763106,03/05/2016,Shanghai Major Finals,Secret,Liquid,RADIANT,45.07,36 - 28,6.86,41.89,-41.89,1791,1650
349,2198604205,03/04/2016,Shanghai Major Finals,Liquid,Secret,DIRE,41.4,16 - 43,6.86,-58.59,58.59,1692,1749
350,2198359197,03/04/2016,Shanghai Major Finals,Fnatic.MY,MVP Phoenix,DIRE,37.78,20 - 34,6.86,-42.25,42.25,1503,1642
351,2198252097,03/04/2016,Shanghai Major Finals,MVP Phoenix,Fnatic.MY,RADIANT,35,27-Dec,6.86,59.09,-59.09,1599,1545
352,2198141418,03/04/2016,Shanghai Major Finals,EG,coL 2,RADIANT,18.6,19-Apr,6.86,32.15,-32.15,1757,1563
353,2198057551,03/04/2016,Shanghai Major Finals,EG,coL 2,RADIANT,34.17,36 - 11,6.86,44.04,-44.04,1725,1595
354,2197814888,03/04/2016,Sudamerican Master 4,Infamous 2,paiN,DIRE,51.28,17 - 40,6.86,-76.77,76.77,1053,999
355,2197771156,03/04/2016,Sudamerican Master 4,paiN,Infamous 2,DIRE,18.65,Sep-18,6.86,-29.93,29.93,923,1130
356,2197232058,03/04/2016,Shanghai Major Finals,Fnatic.MY,OG,RADIANT,29.17,28-Apr,6.86,55.79,-55.79,1604,1533
357,2197006785,03/04/2016,Shanghai Major Finals,OG,Fnatic.MY,RADIANT,67.75,31 - 34,6.86,61.72,-61.72,1589,1548
358,2196830083,03/04/2016,Shanghai Major Finals,OG,Fnatic.MY,DIRE,41.75,18 - 30,6.86,-53.42,53.42,1527,1610
359,2196501846,03/04/2016,Shanghai Major Finals,Alliance,coL 2,DIRE,46.42,24 - 29,6.86,-66.01,66.01,1623,1639
360,2196306427,03/04/2016,Shanghai Major Finals,Alliance,coL 2,DIRE,44.43,14 - 24,6.86,-83.56,83.56,1689,1573
361,2196139871,03/04/2016,Shanghai Major Finals,Alliance,coL 2,RADIANT,50.8,35 - 18,6.86,19.82,-19.82,1772,1490
362,2195950707,03/04/2016,Shanghai Major Finals,Secret,EG,RADIANT,55.87,35 - 24,6.86,67.29,-67.29,1690,1681
363,2195854935,03/03/2016,Shanghai Major Finals,Secret,EG,DIRE,24.3,Jun-23,6.86,-44.90,44.90,1623,1748
364,2195748703,03/03/2016,Shanghai Major Finals,Secret,EG,RADIANT,40.18,24 - 15,6.86,74.26,-74.26,1668,1703
365,2195617106,03/03/2016,Shanghai Major Finals,MVP Phoenix,Liquid,DIRE,43.42,19 - 33,6.86,-29.54,29.54,1540,1751
366,2195561641,03/03/2016,Shanghai Major Finals,Liquid,MVP Phoenix,RADIANT,17.42,20-May,6.86,39.89,-39.89,1721,1570
367,2194260255,03/03/2016,Shanghai Major Finals,Fnatic.MY,Nb,RADIANT,29.88,18-Sep,6.86,40.49,-40.49,1557,1409
368,2194067318,03/03/2016,Shanghai Major Finals,OG,VP 2,RADIANT,40.15,28 - 15,6.86,33.32,-33.32,1581,1393
369,2193849107,03/03/2016,Shanghai Major Finals,LGD.cn,coL 2,DIRE,43.42,18 - 27,6.86,-58.13,58.13,1450,1510
370,2193658590,03/03/2016,Shanghai Major Finals,EHOME,Alliance,DIRE,54.78,17 - 32,6.86,-18.55,18.55,1458,1752
371,2193524509,03/02/2016,Shanghai Major Finals,Fnatic.MY,EG,DIRE,35.97,13 - 44,6.86,-22.31,22.31,1516,1778
372,2193441529,03/02/2016,Shanghai Major Finals,Fnatic.MY,EG,DIRE,36.73,Jul-25,6.86,-28.51,28.51,1539,1755
373,2193321592,03/02/2016,Shanghai Major Finals,OG,Secret,DIRE,40.72,Sep-16,6.86,-60.62,60.62,1547,1594
374,2193255935,03/02/2016,Shanghai Major Finals,Secret,OG,RADIANT,35.77,31 - 11,6.86,79.33,-79.33,1533,1608
375,2193199056,03/02/2016,Shanghai Major Finals,OG,Secret,RADIANT,27.05,16 - 17,6.86,26.02,-26.02,1687,1454
376,2192542709,03/02/2016,Shanghai Major Finals,Nb,CDEC,RADIANT,62.28,34 - 23,6.86,31.12,-31.12,1449,1249
377,2192320439,03/02/2016,Shanghai Major Finals,VP 2,VG,RADIANT,43.25,34 - 10,6.86,50.04,-50.04,1427,1327
378,2192088670,03/02/2016,Shanghai Major Finals,TSpirit,coL 2,DIRE,34.25,Sep-35,6.86,-61.12,61.12,1408,1451
379,2191757537,03/02/2016,Shanghai Major Finals,Archon,EHOME,DIRE,27.92,Sep-29,6.86,-10.60,10.60,1085,1477
380,2191531548,03/02/2016,Shanghai Major Finals,LGD.cn,MVP Phoenix,DIRE,27.03,14 - 25,6.86,-49.73,49.73,1508,1610
381,2191441268,03/02/2016,Shanghai Major Finals,MVP Phoenix,LGD.cn,RADIANT,23.27,18-Apr,6.86,68.53,-68.53,1560,1558
382,2191243186,03/01/2016,Shanghai Major Finals,Liquid,Alliance,RADIANT,44.7,33 - 15,6.86,76.59,-76.59,1681,1734
383,2191144529,03/01/2016,Shanghai Major Finals,Liquid,Alliance,DIRE,56.12,18 - 30,6.86,-30.21,30.21,1604,1810
384,2191055532,03/01/2016,Shanghai Major Finals,Alliance,Liquid,DIRE,37.68,13 - 30,6.86,-86.17,86.17,1780,1635
385,2190635520,03/01/2016,ClickStorm,SV 2,SFZ,DIRE,38.9,14 - 32,6.86,-37.34,37.34,1026,1191
386,2190543949,03/01/2016,ClickStorm,SV 2,SFZ,DIRE,36.97,Sep-31,6.86,-52.04,52.04,1064,1153
387,2190329562,03/01/2016,ClickStorm,Enso 2,TBE 2,RADIANT,28.12,22-Jul,6.86,18.34,-18.34,1223,927
388,2190233639,03/01/2016,ClickStorm,TBE 2,Enso 2,DIRE,27.27,13 - 28,6.86,-22.55,22.55,946,1205
389,2188554472,02/29/16,ClickStorm,COOKISS,oO,RADIANT,58.57,38 - 31,6.86,25.82,-25.82,1175,940
390,2188507355,02/29/16,ClickStorm,oO,COOKISS,DIRE,26.83,Jul-26,6.86,-33.99,33.99,966,1149
391,2188327608,02/29/16,ClickStorm,Unknown,Unknown,DIRE,44.03,24 - 40,6.86,-50.00,50.00,1056,1156
392,2188233879,02/29/16,ClickStorm,ATN,Unknown,RADIANT,33.63,22 - 14,6.86,48.07,-48.07,1216,1106
393,2185060254,02/28/16,Shanghai Major Finals,Liquid,VP 2,RADIANT,38.32,36 - 22,6.86,36.03,-36.03,1549,1377
394,2184910779,02/28/16,Shanghai Major Finals,VP 2,Liquid,DIRE,28.48,Aug-27,6.86,-50.05,50.05,1413,1513
395,2184665045,02/28/16,Shanghai Major Finals,VP 2,EG,DIRE,45.85,33 - 31,6.86,-21.99,21.99,1463,1727
396,2184452141,02/27/16,Shanghai Major Finals,VP 2,EG,DIRE,51.82,20 - 30,6.86,-28.01,28.01,1485,1705
397,2184275180,02/27/16,Shanghai Major Finals,Liquid,coL 2,RADIANT,27.9,25-May,6.86,55.60,-55.60,1462,1390
398,2184118645,02/27/16,Shanghai Major Finals,coL 2,Liquid,DIRE,40.43,24 - 23,6.86,-74.75,74.75,1446,1407
399,2183961604,02/27/16,Shanghai Major Finals,coL 2,EG,DIRE,34.07,Aug-28,6.86,-38.92,38.92,1521,1677
